filename,category,id,url
coin_01.mp3,coin,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_01.mp3
coin_02.mp3,coin,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_02.mp3
coin_03.mp3,coin,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_03.mp3
coin_04.mp3,coin,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_04.mp3
coin_05.mp3,coin,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_05.mp3
coin_06.mp3,coin,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/coin_06.mp3
cork_01.mp3,cork,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_01.mp3
cork_02.mp3,cork,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_02.mp3
cork_03.mp3,cork,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_03.mp3
cork_04.mp3,cork,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_04.mp3
cork_05.mp3,cork,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_05.mp3
cork_06.mp3,cork,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/cork_06.mp3
glass_01.mp3,glass,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_01.mp3
glass_02.mp3,glass,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_02.mp3
glass_03.mp3,glass,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_03.mp3
glass_04.mp3,glass,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_04.mp3
glass_05.mp3,glass,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_05.mp3
glass_06.mp3,glass,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/glass_06.mp3
horn_01.mp3,horn,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_01.mp3
horn_02.mp3,horn,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_02.mp3
horn_03.mp3,horn,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_03.mp3
horn_04.mp3,horn,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_04.mp3
horn_05.mp3,horn,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_05.mp3
horn_06.mp3,horn,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/horn_06.mp3
ring_01.mp3,ring,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_01.mp3
ring_02.mp3,ring,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_02.mp3
ring_03.mp3,ring,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_03.mp3
ring_04.mp3,ring,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_04.mp3
ring_05.mp3,ring,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_05.mp3
ring_06.mp3,ring,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/ring_06.mp3
tear_01.mp3,tear,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_01.mp3
tear_02.mp3,tear,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_02.mp3
tear_03.mp3,tear,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_03.mp3
tear_04.mp3,tear,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_04.mp3
tear_05.mp3,tear,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_05.mp3
tear_06.mp3,tear,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/tear_06.mp3
water_01.mp3,water,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_01.mp3
water_02.mp3,water,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_02.mp3
water_03.mp3,water,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_03.mp3
water_04.mp3,water,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_04.mp3
water_05.mp3,water,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_05.mp3
water_06.mp3,water,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/water_06.mp3
zipper_01.mp3,zipper,1,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_01.mp3
zipper_02.mp3,zipper,2,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_02.mp3
zipper_03.mp3,zipper,3,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_03.mp3
zipper_04.mp3,zipper,4,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_04.mp3
zipper_05.mp3,zipper,5,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_05.mp3
zipper_06.mp3,zipper,6,http://sapir.psych.wisc.edu/stimuli/words-in-transition/all-seeds/zipper_06.mp3
