workerId,failed_catch_trial,problem_with_audio,category,filename
A115XKTCED2VE9,True,False,coin,coin_06.mp3
A115XKTCED2VE9,True,False,cork,cork_05.mp3
A115XKTCED2VE9,True,False,glass,glass_02.mp3
A115XKTCED2VE9,True,False,horn,horn_01.mp3
A115XKTCED2VE9,True,False,ring,ring_03.mp3
A115XKTCED2VE9,True,False,tear,tear_05.mp3
A115XKTCED2VE9,True,False,water,water_01.mp3
A115XKTCED2VE9,True,False,zipper,zipper_06.mp3
A11R8G0FYA2UVQ,False,False,coin,coin_02.mp3
A11R8G0FYA2UVQ,False,True,cork,cork_02.mp3
A11R8G0FYA2UVQ,False,False,glass,glass_04.mp3
A11R8G0FYA2UVQ,False,False,horn,horn_01.mp3
A11R8G0FYA2UVQ,False,False,ring,ring_02.mp3
A11R8G0FYA2UVQ,False,False,tear,tear_01.mp3
A11R8G0FYA2UVQ,False,False,water,water_01.mp3
A11R8G0FYA2UVQ,False,False,zipper,zipper_06.mp3
A16WTL2DOIQ5SV,True,False,coin,coin_02.mp3
A16WTL2DOIQ5SV,True,False,cork,cork_01.mp3
A16WTL2DOIQ5SV,True,False,glass,glass_03.mp3
A16WTL2DOIQ5SV,True,False,horn,horn_04.mp3
A16WTL2DOIQ5SV,True,False,ring,ring_01.mp3
A16WTL2DOIQ5SV,True,False,tear,tear_01.mp3
A16WTL2DOIQ5SV,True,False,water,water_06.mp3
A16WTL2DOIQ5SV,True,False,zipper,zipper_03.mp3
A19KF02ULCISTQ,False,False,coin,coin_03.mp3
A19KF02ULCISTQ,False,False,cork,cork_05.mp3
A19KF02ULCISTQ,False,False,glass,glass_03.mp3
A19KF02ULCISTQ,False,False,horn,horn_02.mp3
A19KF02ULCISTQ,False,False,ring,ring_04.mp3
A19KF02ULCISTQ,False,False,tear,tear_06.mp3
A19KF02ULCISTQ,False,False,water,water_05.mp3
A19KF02ULCISTQ,False,False,zipper,zipper_06.mp3
A1A1A9UHNQCI9Y,False,False,coin,coin_02.mp3
A1A1A9UHNQCI9Y,False,False,cork,cork_05.mp3
A1A1A9UHNQCI9Y,False,False,glass,glass_04.mp3
A1A1A9UHNQCI9Y,False,False,horn,horn_04.mp3
A1A1A9UHNQCI9Y,False,False,ring,ring_04.mp3
A1A1A9UHNQCI9Y,False,False,tear,tear_06.mp3
A1A1A9UHNQCI9Y,False,False,water,water_02.mp3
A1A1A9UHNQCI9Y,False,False,zipper,zipper_06.mp3
A1A3TGZ7DKJWRW,False,False,coin,coin_02.mp3
A1A3TGZ7DKJWRW,False,False,cork,cork_02.mp3
A1A3TGZ7DKJWRW,False,False,glass,glass_06.mp3
A1A3TGZ7DKJWRW,False,False,horn,horn_04.mp3
A1A3TGZ7DKJWRW,False,False,ring,ring_04.mp3
A1A3TGZ7DKJWRW,False,False,tear,tear_06.mp3
A1A3TGZ7DKJWRW,False,False,water,water_05.mp3
A1A3TGZ7DKJWRW,False,False,zipper,zipper_06.mp3
A1BHINLXH3E2GJ,False,False,coin,coin_02.mp3
A1BHINLXH3E2GJ,False,False,cork,cork_05.mp3
A1BHINLXH3E2GJ,False,False,glass,glass_05.mp3
A1BHINLXH3E2GJ,False,False,horn,horn_01.mp3
A1BHINLXH3E2GJ,False,False,ring,ring_04.mp3
A1BHINLXH3E2GJ,False,False,tear,tear_05.mp3
A1BHINLXH3E2GJ,False,False,water,water_04.mp3
A1BHINLXH3E2GJ,False,False,zipper,zipper_06.mp3
A1DYEML3J2UPB5,False,True,coin,coin_03.mp3
A1DYEML3J2UPB5,False,True,cork,cork_01.mp3
A1DYEML3J2UPB5,False,True,glass,glass_05.mp3
A1DYEML3J2UPB5,False,True,horn,horn_04.mp3
A1DYEML3J2UPB5,False,True,ring,ring_03.mp3
A1DYEML3J2UPB5,False,True,tear,tear_05.mp3
A1DYEML3J2UPB5,False,True,water,water_06.mp3
A1DYEML3J2UPB5,False,True,zipper,zipper_06.mp3
A1EMBQB8FM6EZH,True,False,coin,coin_02.mp3
A1EMBQB8FM6EZH,True,False,cork,cork_05.mp3
A1EMBQB8FM6EZH,True,False,glass,glass_03.mp3
A1EMBQB8FM6EZH,True,False,horn,horn_04.mp3
A1EMBQB8FM6EZH,True,False,ring,ring_04.mp3
A1EMBQB8FM6EZH,True,False,tear,tear_05.mp3
A1EMBQB8FM6EZH,True,False,water,water_02.mp3
A1EMBQB8FM6EZH,True,False,zipper,zipper_06.mp3
A1FGKIKJYSL1MI,False,False,coin,coin_06.mp3
A1FGKIKJYSL1MI,False,False,cork,cork_01.mp3
A1FGKIKJYSL1MI,False,False,glass,glass_06.mp3
A1FGKIKJYSL1MI,False,False,horn,horn_04.mp3
A1FGKIKJYSL1MI,False,False,ring,ring_04.mp3
A1FGKIKJYSL1MI,False,False,tear,tear_05.mp3
A1FGKIKJYSL1MI,False,False,water,water_05.mp3
A1FGKIKJYSL1MI,False,False,zipper,zipper_02.mp3
A1GIA6WCGRJRY7,False,False,coin,coin_04.mp3
A1GIA6WCGRJRY7,False,False,cork,cork_04.mp3
A1GIA6WCGRJRY7,False,False,glass,glass_03.mp3
A1GIA6WCGRJRY7,False,False,horn,horn_01.mp3
A1GIA6WCGRJRY7,False,False,ring,ring_03.mp3
A1GIA6WCGRJRY7,False,False,tear,tear_05.mp3
A1GIA6WCGRJRY7,False,False,water,water_02.mp3
A1GIA6WCGRJRY7,False,False,zipper,zipper_06.mp3
A1OZPLHNIU1519,False,False,coin,coin_02.mp3
A1OZPLHNIU1519,False,False,cork,cork_02.mp3
A1OZPLHNIU1519,False,False,glass,glass_03.mp3
A1OZPLHNIU1519,False,False,horn,horn_01.mp3
A1OZPLHNIU1519,False,False,ring,ring_04.mp3
A1OZPLHNIU1519,False,False,tear,tear_01.mp3
A1OZPLHNIU1519,False,False,water,water_05.mp3
A1OZPLHNIU1519,False,False,zipper,zipper_04.mp3
A1RM39ESL1IEJL,True,False,coin,coin_02.mp3
A1RM39ESL1IEJL,True,False,cork,cork_02.mp3
A1RM39ESL1IEJL,True,False,glass,glass_04.mp3
A1RM39ESL1IEJL,True,False,horn,horn_04.mp3
A1RM39ESL1IEJL,True,False,ring,ring_04.mp3
A1RM39ESL1IEJL,True,False,tear,tear_05.mp3
A1RM39ESL1IEJL,True,False,water,water_05.mp3
A1RM39ESL1IEJL,True,False,zipper,zipper_02.mp3
A248P03SBIGVNH,True,False,coin,coin_03.mp3
A248P03SBIGVNH,True,False,cork,cork_01.mp3
A248P03SBIGVNH,True,False,glass,glass_04.mp3
A248P03SBIGVNH,True,False,horn,horn_04.mp3
A248P03SBIGVNH,True,False,ring,ring_03.mp3
A248P03SBIGVNH,True,False,tear,tear_05.mp3
A248P03SBIGVNH,True,False,water,water_02.mp3
A248P03SBIGVNH,True,False,zipper,zipper_06.mp3
A2H760ESD9NMOT,False,False,coin,coin_02.mp3
A2H760ESD9NMOT,False,False,cork,cork_05.mp3
A2H760ESD9NMOT,False,False,glass,glass_03.mp3
A2H760ESD9NMOT,False,False,horn,horn_01.mp3
A2H760ESD9NMOT,False,False,ring,ring_04.mp3
A2H760ESD9NMOT,False,False,tear,tear_05.mp3
A2H760ESD9NMOT,False,False,water,water_02.mp3
A2H760ESD9NMOT,False,False,zipper,zipper_02.mp3
A2K4GUKK6XU92A,False,False,coin,coin_02.mp3
A2K4GUKK6XU92A,False,False,cork,cork_01.mp3
A2K4GUKK6XU92A,False,False,glass,glass_04.mp3
A2K4GUKK6XU92A,False,False,horn,horn_04.mp3
A2K4GUKK6XU92A,False,False,ring,ring_04.mp3
A2K4GUKK6XU92A,False,False,tear,tear_06.mp3
A2K4GUKK6XU92A,False,False,water,water_02.mp3
A2K4GUKK6XU92A,False,False,zipper,zipper_04.mp3
A2LUB97I11YF7K,False,False,coin,coin_02.mp3
A2LUB97I11YF7K,False,False,cork,cork_02.mp3
A2LUB97I11YF7K,False,False,glass,glass_04.mp3
A2LUB97I11YF7K,False,False,horn,horn_01.mp3
A2LUB97I11YF7K,False,False,ring,ring_04.mp3
A2LUB97I11YF7K,False,False,tear,tear_06.mp3
A2LUB97I11YF7K,False,False,water,water_01.mp3
A2LUB97I11YF7K,False,False,zipper,zipper_06.mp3
A2M3LVBUZLN8MO,True,False,coin,coin_02.mp3
A2M3LVBUZLN8MO,True,False,cork,cork_02.mp3
A2M3LVBUZLN8MO,True,False,glass,glass_04.mp3
A2M3LVBUZLN8MO,True,False,horn,horn_01.mp3
A2M3LVBUZLN8MO,True,False,ring,ring_04.mp3
A2M3LVBUZLN8MO,True,False,tear,tear_05.mp3
A2M3LVBUZLN8MO,True,False,water,water_01.mp3
A2M3LVBUZLN8MO,True,False,zipper,zipper_06.mp3
A2O9DCJ35SXHXI,False,False,coin,coin_01.mp3
A2O9DCJ35SXHXI,False,False,cork,cork_02.mp3
A2O9DCJ35SXHXI,False,False,glass,glass_04.mp3
A2O9DCJ35SXHXI,False,False,horn,horn_04.mp3
A2O9DCJ35SXHXI,False,False,ring,ring_04.mp3
A2O9DCJ35SXHXI,False,False,tear,tear_06.mp3
A2O9DCJ35SXHXI,False,False,water,water_02.mp3
A2O9DCJ35SXHXI,False,False,zipper,zipper_04.mp3
A2T893QOA0QILP,False,False,coin,coin_03.mp3
A2T893QOA0QILP,False,False,cork,cork_05.mp3
A2T893QOA0QILP,False,False,glass,glass_03.mp3
A2T893QOA0QILP,False,False,horn,horn_01.mp3
A2T893QOA0QILP,False,False,ring,ring_04.mp3
A2T893QOA0QILP,False,False,tear,tear_06.mp3
A2T893QOA0QILP,False,False,water,water_01.mp3
A2T893QOA0QILP,False,False,zipper,zipper_02.mp3
A2WOZPIFGD3RDK,False,False,coin,coin_03.mp3
A2WOZPIFGD3RDK,False,False,cork,cork_05.mp3
A2WOZPIFGD3RDK,False,False,glass,glass_03.mp3
A2WOZPIFGD3RDK,False,False,horn,horn_04.mp3
A2WOZPIFGD3RDK,False,False,ring,ring_04.mp3
A2WOZPIFGD3RDK,False,False,tear,tear_06.mp3
A2WOZPIFGD3RDK,False,False,water,water_06.mp3
A2WOZPIFGD3RDK,False,False,zipper,zipper_06.mp3
A2ZDK0Y5466BXN,False,False,coin,coin_02.mp3
A2ZDK0Y5466BXN,False,False,cork,cork_01.mp3
A2ZDK0Y5466BXN,False,False,glass,glass_02.mp3
A2ZDK0Y5466BXN,False,False,horn,horn_04.mp3
A2ZDK0Y5466BXN,False,False,ring,ring_04.mp3
A2ZDK0Y5466BXN,False,False,tear,tear_05.mp3
A2ZDK0Y5466BXN,False,False,water,water_01.mp3
A2ZDK0Y5466BXN,False,False,zipper,zipper_02.mp3
A3353NUUEEWCVR,True,False,coin,coin_02.mp3
A3353NUUEEWCVR,True,False,cork,cork_02.mp3
A3353NUUEEWCVR,True,False,glass,glass_04.mp3
A3353NUUEEWCVR,True,True,horn,horn_01.mp3
A3353NUUEEWCVR,True,False,ring,ring_04.mp3
A3353NUUEEWCVR,True,True,tear,tear_01.mp3
A3353NUUEEWCVR,True,False,water,water_01.mp3
A3353NUUEEWCVR,True,False,zipper,zipper_06.mp3
A33HHJ06ONLI5G,False,False,coin,coin_02.mp3
A33HHJ06ONLI5G,False,False,cork,cork_04.mp3
A33HHJ06ONLI5G,False,False,glass,glass_04.mp3
A33HHJ06ONLI5G,False,False,horn,horn_03.mp3
A33HHJ06ONLI5G,False,False,ring,ring_04.mp3
A33HHJ06ONLI5G,False,False,tear,tear_05.mp3
A33HHJ06ONLI5G,False,False,water,water_02.mp3
A33HHJ06ONLI5G,False,False,zipper,zipper_02.mp3
A35CL7JL2TKT3O,False,False,coin,coin_02.mp3
A35CL7JL2TKT3O,False,False,cork,cork_02.mp3
A35CL7JL2TKT3O,False,False,glass,glass_05.mp3
A35CL7JL2TKT3O,False,False,horn,horn_04.mp3
A35CL7JL2TKT3O,False,False,ring,ring_02.mp3
A35CL7JL2TKT3O,False,False,tear,tear_05.mp3
A35CL7JL2TKT3O,False,False,water,water_02.mp3
A35CL7JL2TKT3O,False,False,zipper,zipper_06.mp3
A381WH9M9O2WQY,False,False,coin,coin_02.mp3
A381WH9M9O2WQY,False,False,cork,cork_05.mp3
A381WH9M9O2WQY,False,False,glass,glass_06.mp3
A381WH9M9O2WQY,False,False,horn,horn_01.mp3
A381WH9M9O2WQY,False,False,ring,ring_04.mp3
A381WH9M9O2WQY,False,False,tear,tear_01.mp3
A381WH9M9O2WQY,False,False,water,water_01.mp3
A381WH9M9O2WQY,False,False,zipper,zipper_06.mp3
A3E3RCR51Z8EVP,False,False,coin,coin_03.mp3
A3E3RCR51Z8EVP,False,False,cork,cork_04.mp3
A3E3RCR51Z8EVP,False,False,glass,glass_03.mp3
A3E3RCR51Z8EVP,False,False,horn,horn_01.mp3
A3E3RCR51Z8EVP,False,False,ring,ring_05.mp3
A3E3RCR51Z8EVP,False,False,tear,tear_05.mp3
A3E3RCR51Z8EVP,False,False,water,water_01.mp3
A3E3RCR51Z8EVP,False,False,zipper,zipper_04.mp3
A3GMH4D3UB5EB1,True,False,coin,coin_03.mp3
A3GMH4D3UB5EB1,True,False,cork,cork_05.mp3
A3GMH4D3UB5EB1,True,False,glass,glass_04.mp3
A3GMH4D3UB5EB1,True,False,horn,horn_04.mp3
A3GMH4D3UB5EB1,True,False,ring,ring_04.mp3
A3GMH4D3UB5EB1,True,False,tear,tear_05.mp3
A3GMH4D3UB5EB1,True,False,water,water_01.mp3
A3GMH4D3UB5EB1,True,False,zipper,zipper_06.mp3
A3HMBHM8HJLKRD,False,False,coin,coin_03.mp3
A3HMBHM8HJLKRD,False,False,cork,cork_05.mp3
A3HMBHM8HJLKRD,False,False,glass,glass_04.mp3
A3HMBHM8HJLKRD,False,False,horn,horn_04.mp3
A3HMBHM8HJLKRD,False,False,ring,ring_04.mp3
A3HMBHM8HJLKRD,False,False,tear,tear_06.mp3
A3HMBHM8HJLKRD,False,False,water,water_02.mp3
A3HMBHM8HJLKRD,False,False,zipper,zipper_06.mp3
A3NVSZTO346FN,False,False,coin,coin_02.mp3
